string,case,gender,number,value,order,num_class,scale
чотирьомстам,dative,,plural,400,2,quantitative,
чотириста,accusative,,plural,400,2,quantitative,
чотирмастами,instrumental,,plural,400,2,quantitative,
чотирьохстах,prepositional,,plural,400,2,quantitative,
чотирьохсотий,nominative,masculine,singular,400,2,ordinal,
чотирьохсота,nominative,feminine,singular,400,2,ordinal,
чотирьохсоте,nominative,neuter,singular,400,2,ordinal,
чотирьохсоті,nominative,,plural,400,2,ordinal,
чотирьохсотого,genetive,masculine,singular,400,2,ordinal,
чотирьохсотої,genetive,feminine,singular,400,2,ordinal,
чотирьохсотого,genetive,neuter,singular,400,2,ordinal,
чотирьохсотих,genetive,,plural,400,2,ordinal,
чотирьохсотому,dative,masculine,singular,400,2,ordinal,
чотирьохсотій,dative,feminine,singular,400,2,ordinal,
чотирьохсотому,dative,neuter,singular,400,2,ordinal,
чотирьохсотим,dative,,plural,400,2,ordinal,
чотирьохсотий чотирьохсотого,accusative,masculine,singular,400,2,ordinal,
чотирьохсоту,accusative,feminine,singular,400,2,ordinal,
чотирьохсоте,accusative,neuter,singular,400,2,ordinal,
чотирьохсоті чотирьохсотих,accusative,,plural,400,2,ordinal,
чотирьохсотим,instrumental,masculine,singular,400,2,ordinal,
чотирьохсотою,instrumental,feminine,singular,400,2,ordinal,
чотирьохсотим,instrumental,neuter,singular,400,2,ordinal,
чотирьохсотими,instrumental,,plural,400,2,ordinal,
чотирьохсотому чотирьохсотім,prepositional,masculine,singular,400,2,ordinal,
чотирьохсотій,prepositional,feminine,singular,400,2,ordinal,
чотирьохсотому чотирьохсотім,prepositional,neuter,singular,400,2,ordinal,
чотирьохсотих,prepositional,,plural,400,2,ordinal,
п’ятсот,nominative,,plural,500,2,quantitative,
п’ятисот,genetive,,plural,500,2,quantitative,
п’ятистам,dative,,plural,500,2,quantitative,
п’ятсот,accusative,,plural,500,2,quantitative,
п’ятьмастами п’ятьомастами,instrumental,,plural,500,2,quantitative,
п’ятистах,prepositional,,plural,500,2,quantitative,
п’ятисотий,nominative,masculine,singular,500,2,ordinal,
п’ятисота,nominative,feminine,singular,500,2,ordinal,
п’ятисоте,nominative,neuter,singular,500,2,ordinal,
п’ятисоті,nominative,,plural,500,2,ordinal,
п’ятисотого,genetive,masculine,singular,500,2,ordinal,
п’ятисотої,genetive,feminine,singular,500,2,ordinal,
п’ятисотого,genetive,neuter,singular,500,2,ordinal,
п’ятисотих,genetive,,plural,500,2,ordinal,
п’ятисотому,dative,masculine,singular,500,2,ordinal,
п’ятисотій,dative,feminine,singular,500,2,ordinal,
п’ятисотому,dative,neuter,singular,500,2,ordinal,
п’ятисотим,dative,,plural,500,2,ordinal,
п’ятисотий п’ятисотого,accusative,masculine,singular,500,2,ordinal,
п’ятисоту,accusative,feminine,singular,500,2,ordinal,
п’ятисоте,accusative,neuter,singular,500,2,ordinal,
п’ятисоті п’ятисотих,accusative,,plural,500,2,ordinal,
п’ятисотим,instrumental,masculine,singular,500,2,ordinal,
п’ятисотою,instrumental,feminine,singular,500,2,ordinal,
п’ятисотим,instrumental,neuter,singular,500,2,ordinal,
п’ятисотими,instrumental,,plural,500,2,ordinal,
п’ятисотому п’ятисотім,prepositional,masculine,singular,500,2,ordinal,
п’ятисотій,prepositional,feminine,singular,500,2,ordinal,
п’ятисотому п’ятисотім,prepositional,neuter,singular,500,2,ordinal,
п’ятисотих,prepositional,,plural,500,2,ordinal,
шістсот,nominative,,plural,600,2,quantitative,
шестисот,genetive,,plural,600,2,quantitative,
шестистам,dative,,plural,600,2,quantitative,
шістсот,accusative,,plural,600,2,quantitative,
шістьмастами шістьомастами,instrumental,,plural,600,2,quantitative,
шестистах,prepositional,,plural,600,2,quantitative,
шестисотий,nominative,masculine,singular,600,2,ordinal,
шестисота,nominative,feminine,singular,600,2,ordinal,
шестисоте,nominative,neuter,singular,600,2,ordinal,
шестисоті,nominative,,plural,600,2,ordinal,
шестисотого,genetive,masculine,singular,600,2,ordinal,
шестисотої,genetive,feminine,singular,600,2,ordinal,
шестисотого,genetive,neuter,singular,600,2,ordinal,
шестисотих,genetive,,plural,600,2,ordinal,
шестисотому,dative,masculine,singular,600,2,ordinal,
шестисотій,dative,feminine,singular,600,2,ordinal,
шестисотому,dative,neuter,singular,600,2,ordinal,
шестисотим,dative,,plural,600,2,ordinal,
шестисотий шестисотого,accusative,masculine,singular,600,2,ordinal,
шестисоту,accusative,feminine,singular,600,2,ordinal,
шестисоте,accusative,neuter,singular,600,2,ordinal,
шестисоті шестисотих,accusative,,plural,600,2,ordinal,
шестисотим,instrumental,masculine,singular,600,2,ordinal,
шестисотою,instrumental,feminine,singular,600,2,ordinal,
шестисотим,instrumental,neuter,singular,600,2,ordinal,
шестисотими,instrumental,,plural,600,2,ordinal,
шестисотому шестисотім,prepositional,masculine,singular,600,2,ordinal,
шестисотій,prepositional,feminine,singular,600,2,ordinal,
шестисотому шестисотім,prepositional,neuter,singular,600,2,ordinal,
шестисотих,prepositional,,plural,600,2,ordinal,
сімсот,nominative,,plural,700,2,quantitative,
семисот,genetive,,plural,700,2,quantitative,
семистам,dative,,plural,700,2,quantitative,
сімсот,accusative,,plural,700,2,quantitative,
сьомастами сімомастами,instrumental,,plural,700,2,quantitative,
семистах,prepositional,,plural,700,2,quantitative,
семисотий,nominative,masculine,singular,700,2,ordinal,
семисота,nominative,feminine,singular,700,2,ordinal,
семисоте,nominative,neuter,singular,700,2,ordinal,
семисоті,nominative,,plural,700,2,ordinal,
семисотого,genetive,masculine,singular,700,2,ordinal,
семисотої,genetive,feminine,singular,700,2,ordinal,
семисотого,genetive,neuter,singular,700,2,ordinal,
семисотих,genetive,,plural,700,2,ordinal,
семисотому,dative,masculine,singular,700,2,ordinal,
семисотій,dative,feminine,singular,700,2,ordinal,
семисотому,dative,neuter,singular,700,2,ordinal,
семисотим,dative,,plural,700,2,ordinal,
семисотий семисотого,accusative,masculine,singular,700,2,ordinal,
семисоту,accusative,feminine,singular,700,2,ordinal,
семисоте,accusative,neuter,singular,700,2,ordinal,
семисоті семисотих,accusative,,plural,700,2,ordinal,
семисотим,instrumental,masculine,singular,700,2,ordinal,
семисотою,instrumental,feminine,singular,700,2,ordinal,
семисотим,instrumental,neuter,singular,700,2,ordinal,
семисотими,instrumental,,plural,700,2,ordinal,
семисотому семисотім,prepositional,masculine,singular,700,2,ordinal,
семисотій,prepositional,feminine,singular,700,2,ordinal,
семисотому семисотім,prepositional,neuter,singular,700,2,ordinal,
семисотих,prepositional,,plural,700,2,ordinal,
вісімсот,nominative,,plural,800,2,quantitative,
восьмисот,genetive,,plural,800,2,quantitative,
восьмистам,dative,,plural,800,2,quantitative,
вісімсот,accusative,,plural,800,2,quantitative,
вісьмастами вісьмомастами,instrumental,,plural,800,2,quantitative,
восьмистах,prepositional,,plural,800,2,quantitative,
восьмисотий,nominative,masculine,singular,800,2,ordinal,
восьмисота,nominative,feminine,singular,800,2,ordinal,
восьмисоте,nominative,neuter,singular,800,2,ordinal,
восьмисоті,nominative,,plural,800,2,ordinal,
восьмисотого,genetive,masculine,singular,800,2,ordinal,
восьмисотої,genetive,feminine,singular,800,2,ordinal,
восьмисотого,genetive,neuter,singular,800,2,ordinal,
восьмисотих,genetive,,plural,800,2,ordinal,
восьмисотому,dative,masculine,singular,800,2,ordinal,
восьмисотій,dative,feminine,singular,800,2,ordinal,
восьмисотому,dative,neuter,singular,800,2,ordinal,
восьмисотим,dative,,plural,800,2,ordinal,
восьмисотий восьмисотого,accusative,masculine,singular,800,2,ordinal,
восьмисоту,accusative,feminine,singular,800,2,ordinal,
восьмисоте,accusative,neuter,singular,800,2,ordinal,
восьмисоті восьмисотих,accusative,,plural,800,2,ordinal,
восьмисотим,instrumental,masculine,singular,800,2,ordinal,
восьмисотою,instrumental,feminine,singular,800,2,ordinal,
восьмисотим,instrumental,neuter,singular,800,2,ordinal,
восьмисотими,instrumental,,plural,800,2,ordinal,
восьмисотому восьмисотім,prepositional,masculine,singular,800,2,ordinal,
восьмисотій,prepositional,feminine,singular,800,2,ordinal,
восьмисотому восьмисотім,prepositional,neuter,singular,800,2,ordinal,
восьмисотих,prepositional,,plural,800,2,ordinal,
дев’ятсот,nominative,,plural,900,2,quantitative,
дев’ятисот,genetive,,plural,900,2,quantitative,
дев’ятистам,dative,,plural,900,2,quantitative,
дев’ятсот,accusative,,plural,900,2,quantitative,
дев’ятьмастами дев’ятьомастами,instrumental,,plural,900,2,quantitative,
дев’ятистах,prepositional,,plural,900,2,quantitative,
дев’ятисотий,nominative,masculine,singular,900,2,ordinal,
дев’ятисота,nominative,feminine,singular,900,2,ordinal,
дев’ятисоте,nominative,neuter,singular,900,2,ordinal,
дев’ятисоті,nominative,,plural,900,2,ordinal,
дев’ятисотого,genetive,masculine,singular,900,2,ordinal,
дев’ятисотої,genetive,feminine,singular,900,2,ordinal,
дев’ятисотого,genetive,neuter,singular,900,2,ordinal,
дев’ятисотих,genetive,,plural,900,2,ordinal,
дев’ятисотому,dative,masculine,singular,900,2,ordinal,
дев’ятисотій,dative,feminine,singular,900,2,ordinal,
дев’ятисотому,dative,neuter,singular,900,2,ordinal,
дев’ятисотим,dative,,plural,900,2,ordinal,
дев’ятисотий дев’ятисотого,accusative,masculine,singular,900,2,ordinal,
дев’ятисоту,accusative,feminine,singular,900,2,ordinal,
дев’ятисоте,accusative,neuter,singular,900,2,ordinal,
дев’ятисоті дев’ятисотих,accusative,,plural,900,2,ordinal,
дев’ятисотим,instrumental,masculine,singular,900,2,ordinal,
дев’ятисотою,instrumental,feminine,singular,900,2,ordinal,
дев’ятисотим,instrumental,neuter,singular,900,2,ordinal,
дев’ятисотими,instrumental,,plural,900,2,ordinal,
дев’ятисотому дев’ятисотім,prepositional,masculine,singular,900,2,ordinal,
дев’ятисотій,prepositional,feminine,singular,900,2,ordinal,
дев’ятисотому дев’ятисотім,prepositional,neuter,singular,900,2,ordinal,
дев’ятисотих,prepositional,,plural,900,2,ordinal,
тисяча,nominative,,singular,1000,3,quantitative,TRUE
тисячі,nominative,,plural,1000,3,quantitative,TRUE
тисячі,genetive,,singular,1000,3,quantitative,TRUE
тисяч,genetive,,plural,1000,3,quantitative,TRUE
тисячі,dative,,singular,1000,3,quantitative,TRUE
тисячам,dative,,plural,1000,3,quantitative,TRUE
тисячу,accusative,,singular,1000,3,quantitative,TRUE
тисячі,accusative,,plural,1000,3,quantitative,TRUE
тисячею,instrumental,,singular,1000,3,quantitative,TRUE
тисячами,instrumental,,plural,1000,3,quantitative,TRUE
тисячі,prepositional,,singular,1000,3,quantitative,TRUE
тисячах,prepositional,,plural,1000,3,quantitative,TRUE
тисячний,nominative,masculine,singular,1000,3,ordinal,TRUE
тисячна,nominative,feminine,singular,1000,3,ordinal,TRUE
тисячне,nominative,neuter,singular,1000,3,ordinal,TRUE
тисячні,nominative,,plural,1000,3,ordinal,TRUE
тисячного,genetive,masculine,singular,1000,3,ordinal,TRUE
тисячної,genetive,feminine,singular,1000,3,ordinal,TRUE
тисячного,genetive,neuter,singular,1000,3,ordinal,TRUE
тисячних,genetive,,plural,1000,3,ordinal,TRUE
тисячному,dative,masculine,singular,1000,3,ordinal,TRUE
тисячній,dative,feminine,singular,1000,3,ordinal,TRUE
тисячному,dative,neuter,singular,1000,3,ordinal,TRUE
тисячним,dative,,plural,1000,3,ordinal,TRUE
тисячний тисячного,accusative,masculine,singular,1000,3,ordinal,TRUE
тисячну,accusative,feminine,singular,1000,3,ordinal,TRUE
тисячне,accusative,neuter,singular,1000,3,ordinal,TRUE
тисячні тисячних,accusative,,plural,1000,3,ordinal,TRUE
тисячним,instrumental,masculine,singular,1000,3,ordinal,TRUE
тисячною,instrumental,feminine,singular,1000,3,ordinal,TRUE
тисячним,instrumental,neuter,singular,1000,3,ordinal,TRUE
тисячними,instrumental,,plural,1000,3,ordinal,TRUE
тисячному тисячнім,prepositional,masculine,singular,1000,3,ordinal,TRUE
тисячній,prepositional,feminine,singular,1000,3,ordinal,TRUE
тисячному тисячнім,prepositional,neuter,singular,1000,3,ordinal,TRUE
тисячних,prepositional,,plural,1000,3,ordinal,TRUE
мільйон,nominative,,singular,1000000,6,quantitative,TRUE
мільйони,nominative,,plural,1000000,6,quantitative,TRUE
мільйона,genetive,,singular,1000000,6,quantitative,TRUE
мільйонів,genetive,,plural,1000000,6,quantitative,TRUE
мільйону мільйонові,dative,,singular,1000000,6,quantitative,TRUE
мільйонам,dative,,plural,1000000,6,quantitative,TRUE
мільйон,accusative,,singular,1000000,6,quantitative,TRUE
мільйони,accusative,,plural,1000000,6,quantitative,TRUE
мільйоном,instrumental,,singular,1000000,6,quantitative,TRUE
мільйонами,instrumental,,plural,1000000,6,quantitative,TRUE
мільйоні,prepositional,,singular,1000000,6,quantitative,TRUE
мільйонах,prepositional,,plural,1000000,6,quantitative,TRUE
мільйонний,nominative,masculine,singular,1000000,6,ordinal,TRUE
мільйонна,nominative,feminine,singular,1000000,6,ordinal,TRUE
мільйонне,nominative,neuter,singular,1000000,6,ordinal,TRUE
мільйонні,nominative,,plural,1000000,6,ordinal,TRUE
мільйонного,genetive,masculine,singular,1000000,6,ordinal,TRUE
мільйонної,genetive,feminine,singular,1000000,6,ordinal,TRUE
мільйонного,genetive,neuter,singular,1000000,6,ordinal,TRUE
мільйонних,genetive,,plural,1000000,6,ordinal,TRUE
мільйонному,dative,masculine,singular,1000000,6,ordinal,TRUE
мільйонній,dative,feminine,singular,1000000,6,ordinal,TRUE
мільйонному,dative,neuter,singular,1000000,6,ordinal,TRUE
мільйонним,dative,,plural,1000000,6,ordinal,TRUE
мільйонний мільйонного,accusative,masculine,singular,1000000,6,ordinal,TRUE
мільйонну,accusative,feminine,singular,1000000,6,ordinal,TRUE
мільйонне,accusative,neuter,singular,1000000,6,ordinal,TRUE
мільйонні мільйонних,accusative,,plural,1000000,6,ordinal,TRUE
мільйонним,instrumental,masculine,singular,1000000,6,ordinal,TRUE
мільйонною,instrumental,feminine,singular,1000000,6,ordinal,TRUE
мільйонним,instrumental,neuter,singular,1000000,6,ordinal,TRUE
мільйонними,instrumental,,plural,1000000,6,ordinal,TRUE
мільйонному мільйоннім,prepositional,masculine,singular,1000000,6,ordinal,TRUE
мільйонній,prepositional,feminine,singular,1000000,6,ordinal,TRUE
мільйонному мільйоннім,prepositional,neuter,singular,1000000,6,ordinal,TRUE
мільйонних,prepositional,,plural,1000000,6,ordinal,TRUE
мільярд,nominative,,singular,1000000000,9,quantitative,TRUE
мільярди,nominative,,plural,1000000000,9,quantitative,TRUE
мільярда,genetive,,singular,1000000000,9,quantitative,TRUE
мільярдів,genetive,,plural,1000000000,9,quantitative,TRUE
мільярду мільярдові,dative,,singular,1000000000,9,quantitative,TRUE
мільярдам,dative,,plural,1000000000,9,quantitative,TRUE
мільярд,accusative,,singular,1000000000,9,quantitative,TRUE
мільярди,accusative,,plural,1000000000,9,quantitative,TRUE
мільярдом,instrumental,,singular,1000000000,9,quantitative,TRUE
мільярдами,instrumental,,plural,1000000000,9,quantitative,TRUE
мільярді,prepositional,,singular,1000000000,9,quantitative,TRUE
мільярдах,prepositional,,plural,1000000000,9,quantitative,TRUE
мільярдний,nominative,masculine,singular,1000000000,9,ordinal,TRUE
мільярдна,nominative,feminine,singular,1000000000,9,ordinal,TRUE
мільярдне,nominative,neuter,singular,1000000000,9,ordinal,TRUE
мільярдні,nominative,,plural,1000000000,9,ordinal,TRUE
мільярдного,genetive,masculine,singular,1000000000,9,ordinal,TRUE
мільярдної,genetive,feminine,singular,1000000000,9,ordinal,TRUE
мільярдного,genetive,neuter,singular,1000000000,9,ordinal,TRUE
мільярдних,genetive,,plural,1000000000,9,ordinal,TRUE
мільярдному,dative,masculine,singular,1000000000,9,ordinal,TRUE
мільярдній,dative,feminine,singular,1000000000,9,ordinal,TRUE
мільярдному,dative,neuter,singular,1000000000,9,ordinal,TRUE
мільярдним,dative,,plural,1000000000,9,ordinal,TRUE
мільярдний мільярдного,accusative,masculine,singular,1000000000,9,ordinal,TRUE
мільярдну,accusative,feminine,singular,1000000000,9,ordinal,TRUE
мільярдне,accusative,neuter,singular,1000000000,9,ordinal,TRUE
мільярдні мільярдних,accusative,,plural,1000000000,9,ordinal,TRUE
мільярдним,instrumental,masculine,singular,1000000000,9,ordinal,TRUE
мільярдною,instrumental,feminine,singular,1000000000,9,ordinal,TRUE
мільярдним,instrumental,neuter,singular,1000000000,9,ordinal,TRUE
мільярдними,instrumental,,plural,1000000000,9,ordinal,TRUE
мільярдному мільярднім,prepositional,masculine,singular,1000000000,9,ordinal,TRUE
мільярдній,prepositional,feminine,singular,1000000000,9,ordinal,TRUE
мільярдному мільярднім,prepositional,neuter,singular,1000000000,9,ordinal,TRUE
мільярдних,prepositional,,plural,1000000000,9,ordinal,TRUE
трильйон,nominative,,singular,1000000000000,12,quantitative,TRUE
трильйони,nominative,,plural,1000000000000,12,quantitative,TRUE
трильйона,genetive,,singular,1000000000000,12,quantitative,TRUE
трильйонів,genetive,,plural,1000000000000,12,quantitative,TRUE
трильйону трильйонові,dative,,singular,1000000000000,12,quantitative,TRUE
трильйонам,dative,,plural,1000000000000,12,quantitative,TRUE
трильйон,accusative,,singular,1000000000000,12,quantitative,TRUE
трильйони,accusative,,plural,1000000000000,12,quantitative,TRUE
трильйоном,instrumental,,singular,1000000000000,12,quantitative,TRUE
трильйонами,instrumental,,plural,1000000000000,12,quantitative,TRUE
трильйоні,prepositional,,singular,1000000000000,12,quantitative,TRUE
трильйонах,prepositional,,plural,1000000000000,12,quantitative,TRUE
трильйонний,nominative,masculine,singular,1000000000000,12,ordinal,TRUE
трильйонна,nominative,feminine,singular,1000000000000,12,ordinal,TRUE
трильйонне,nominative,neuter,singular,1000000000000,12,ordinal,TRUE
трильйонні,nominative,,plural,1000000000000,12,ordinal,TRUE
трильйонного,genetive,masculine,singular,1000000000000,12,ordinal,TRUE
трильйонної,genetive,feminine,singular,1000000000000,12,ordinal,TRUE
трильйонного,genetive,neuter,singular,1000000000000,12,ordinal,TRUE
трильйонних,genetive,,plural,1000000000000,12,ordinal,TRUE
трильйонному,dative,masculine,singular,1000000000000,12,ordinal,TRUE
трильйонній,dative,feminine,singular,1000000000000,12,ordinal,TRUE
трильйонному,dative,neuter,singular,1000000000000,12,ordinal,TRUE
трильйонним,dative,,plural,1000000000000,12,ordinal,TRUE
трильйонний трильйонного,accusative,masculine,singular,1000000000000,12,ordinal,TRUE
трильйонну,accusative,feminine,singular,1000000000000,12,ordinal,TRUE
трильйонне,accusative,neuter,singular,1000000000000,12,ordinal,TRUE
трильйонні трильйонних,accusative,,plural,1000000000000,12,ordinal,TRUE
трильйонним,instrumental,masculine,singular,1000000000000,12,ordinal,TRUE
трильйонною,instrumental,feminine,singular,1000000000000,12,ordinal,TRUE
трильйонним,instrumental,neuter,singular,1000000000000,12,ordinal,TRUE
трильйонними,instrumental,,plural,1000000000000,12,ordinal,TRUE
трильйонному трильйоннім,prepositional,masculine,singular,1000000000000,12,ordinal,TRUE
трильйонній,prepositional,feminine,singular,1000000000000,12,ordinal,TRUE
трильйонному трильйоннім,prepositional,neuter,singular,1000000000000,12,ordinal,TRUE
трильйонних,prepositional,,plural,1000000000000,12,ordinal,TRUE
квадрильйон,nominative,,plural,1E+15,15,quantitative,TRUE
квінтильйон,nominative,,plural,1E+18,18,quantitative,TRUE
секстильйон,nominative,,plural,1E+21,21,quantitative,TRUE
септильйон,nominative,,plural,1E+24,24,quantitative,TRUE
октильйон,nominative,,plural,1E+27,27,quantitative,TRUE
нонільйон,nominative,,plural,1E+30,30,quantitative,TRUE
децильйон,nominative,,plural,1E+33,33,quantitative,TRUE
